,Unnamed: 0,user,content,country,Pro Trump,Pro Biden,Neutral,date,replyCount,retweetCount,likeCount,one_hot_labels
556,556,"{'username': 'PB_Rezzo', 'displayname': 'Rez \U0001fa99', 'id': 866068227331428353, 'description': 'Mystery Man \U0001f977🏾 IG: whoisraraa', 'rawDescription': 'Mystery Man \U0001f977🏾 IG: whoisraraa', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2017, 5, 20, 23, 8, 50, tzinfo=datetime.timezone.utc), 'followersCount': 165, 'friendsCount': 520, 'statusesCount': 8722, 'favouritesCount': 69510, 'listedCount': 1, 'mediaCount': 748, 'location': 'Florida, USA', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1372604240070344704/6ZT3d2xY_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/866068227331428353/1574957491'}",Im writing “Rob” on the ballot #MyPresident https://t.co/ZWkKHt1lYw,Israel,0,0,1,2020-10-25 23:21:20+00:00,0.0,0.0,0.0,1
557,557,"{'username': 'hrastegaran', 'displayname': 'Hani Rastegaran', 'id': 1622427362, 'description': 'یک هنر دوست / معمار / پژوهشگر حوزه میراث فرهنگی، ثبت و حرائم میراث ملی و جهانی / Cultural Heritage, World Heritage Researcher / Photographer / Architect / 198CM', 'rawDescription': 'یک هنر دوست / معمار / پژوهشگر حوزه میراث فرهنگی، ثبت و حرائم میراث ملی و جهانی / Cultural Heritage, World Heritage Researcher / Photographer / Architect / 198CM', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2013, 7, 26, 8, 31, 58, tzinfo=datetime.timezone.utc), 'followersCount': 302, 'friendsCount': 744, 'statusesCount': 2605, 'favouritesCount': 5693, 'listedCount': 0, 'mediaCount': 55, 'location': 'Islamic Republic of Iran', 'protected': False, 'linkUrl': 'http://www.hanirastegaran.ir', 'linkTcourl': 'https://t.co/waAj7en3k4', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1359612825581326336/tzmTsUHF_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1622427362/1605259517'}",@kayleyc0rnelius Yeah; #Biden worked in #Florida and #Pennsylvania so good but these two state will go red as well. Actually I’m worry about #mitchmcconnell in #Kentucky,Iran,0,1,0,2020-11-04 00:21:30+00:00,0.0,0.0,0.0,10
558,558,"{'username': 'ElTunjoRincon', 'displayname': 'El Tunjo', 'id': 86840176, 'description': '🎬 Cuento historias de mi vida \n👴🏻Abuelo con mucha sabiduría \n🇨🇴 Fui Excandidato presidencial (2002)\nFacebook: /ElTunjoRincon\nYouTube: El Tunjo', 'rawDescription': '🎬 Cuento historias de mi vida \n👴🏻Abuelo con mucha sabiduría \n🇨🇴 Fui Excandidato presidencial (2002)\nFacebook: /ElTunjoRincon\nYouTube: El Tunjo', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 11, 2, 0, 55, 21, tzinfo=datetime.timezone.utc), 'followersCount': 3719, 'friendsCount': 305, 'statusesCount': 14392, 'favouritesCount': 1485, 'listedCount': 15, 'mediaCount': 9502, 'location': 'Bogotá, D.C., Colombia 📸', 'protected': False, 'linkUrl': 'https://www.instagram.com/eltunjorincon', 'linkTcourl': 'https://t.co/NhDcpFxjPx', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1319465976698605568/ggiq0t6L_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/86840176/1603419968'}","#ByeByeTrump ,#ElTunjo ,in the candittion pressidenc in Colombia 2022-2027, happy in the people the united state,ford the election un the presSident Jhon Biden,congratulettion!!#ElTunjo",Brazil,1,0,0,2020-11-07 01:40:46+00:00,2.0,1.0,13.0,100
559,559,"{'username': 'Philip1978', 'displayname': 'PHIL19 Murray 🏆', 'id': 22044565, 'description': 'I’m somewhere between saving for something and you only live once 💸🤙🏼😏Proudly Followed by the champions of everything ✌🏼 @LFC. Ramblings are all mine.', 'rawDescription': 'I’m somewhere between saving for something and you only live once 💸🤙🏼😏Proudly Followed by the champions of everything ✌🏼 @LFC. Ramblings are all mine.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 2, 26, 18, 48, 52, tzinfo=datetime.timezone.utc), 'followersCount': 1131, 'friendsCount': 1657, 'statusesCount': 10970, 'favouritesCount': 23759, 'listedCount': 11, 'mediaCount': 716, 'location': 'Munich, Leipzig, Dublin', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1313140235677691905/uqwAQ-31_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/22044565/1595613573'}",What an embarrassing press conference by the #TeamTrump in Nevada... 🤦🏽‍♂️🤦🏽‍♂️ #Election2020,UK,0,1,0,2020-11-05 16:51:48+00:00,0.0,0.0,1.0,10
560,560,"{'username': 'Kerstin_Mueller', 'displayname': 'Kerstin Müller', 'id': 17363775, 'description': 'Senior Associate fellow DGAP//Staatsministerin a.D.//Leiterin Heinrich-Böll-Stiftung TLV(2013-2018)//1994 bis 2013 MdB Bündnis 90/Die Grünen', 'rawDescription': 'Senior Associate fellow DGAP//Staatsministerin a.D.//Leiterin Heinrich-Böll-Stiftung TLV(2013-2018)//1994 bis 2013 MdB Bündnis 90/Die Grünen', 'descriptionUrls': [], 'verified': True, 'created': datetime.datetime(2008, 11, 13, 12, 15, 12, tzinfo=datetime.timezone.utc), 'followersCount': 3072, 'friendsCount': 1071, 'statusesCount': 1000, 'favouritesCount': 597, 'listedCount': 164, 'mediaCount': 88, 'location': 'Berlin, Deutschland', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1106190072800595968/58W7OHPm_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/17363775/1552571309'}","I really hope, that Joe Biden is going to win this election. These elections are so important for the US and the world. So please go and vote Trump out! #BidenHarris2020 #VoteHimOut #VoteTrumpOut #2020Election https://t.co/5msyZvRf6D",UK,0,1,0,2020-11-03 23:57:38+00:00,0.0,0.0,0.0,10
561,561,"{'username': 'JohnChu43086226', 'displayname': 'John Chung', 'id': 1163891312170422272, 'description': 'Enjoy life! Itâ€™s not so long!', 'rawDescription': 'Enjoy life! Itâ€™s not so long!', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2019, 8, 20, 19, 11, 55, tzinfo=datetime.timezone.utc), 'followersCount': 6, 'friendsCount': 81, 'statusesCount': 2076, 'favouritesCount': 1622, 'listedCount': 0, 'mediaCount': 429, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1163891695915692032/fU_j9eIu_normal.jpg', 'profileBannerUrl': None}","The deep state and the secret evil empire, especially the evil Chinese communist regime are so corrupt and powerful. They are doing their best to destroy America democracy! How tragic! Evil politicians like the Biden family has controlled the corrupt elections! How sad!",South Korea,1,0,0,2020-11-06 03:23:54+00:00,0.0,0.0,0.0,100
562,562,"{'username': 'AliHumdani', 'displayname': 'Ali Humdani', 'id': 492856918, 'description': 'love to cross the limits. I am internationalist ðŸ˜Š #DevotedBiryaniLoverðŸ˜Œ', 'rawDescription': 'love to cross the limits. I am internationalist ðŸ˜Š #DevotedBiryaniLoverðŸ˜Œ', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2012, 2, 15, 6, 8, 15, tzinfo=datetime.timezone.utc), 'followersCount': 1326, 'friendsCount': 1434, 'statusesCount': 67295, 'favouritesCount': 54014, 'listedCount': 10, 'mediaCount': 1705, 'location': 'Dongguan China', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1325598533303455744/5wfaAfVP_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/492856918/1551770683'}",@MarkSchweitzer @ksorbs Chinese were supporting #Trump cause they thought #Trump can destroy #US single handedly,South Korea,0,0,1,2020-11-08 15:25:28+00:00,0.0,0.0,0.0,1
563,563,"{'username': 'ardianhoxha', 'displayname': 'Ardian Hoxha', 'id': 36170449, 'description': 'Part-time serial entrepreneur...  ardianhoxha.com/leter-e-hapur-â€¦', 'rawDescription': 'Part-time serial entrepreneur...  https://t.co/3CNs1GhKOx', 'descriptionUrls': [{'text': 'ardianhoxha.com/leter-e-hapur-â€¦', 'url': 'https://ardianhoxha.com/leter-e-hapur-politikaneve-tane/?fbclid=IwAR0d5BWLun8x5HnxQ40dpUWD_PRyf4NQe8ADELuxhxt8mySWnceqbDFWMkc', 'tcourl': 'https://t.co/3CNs1GhKOx', 'indices': (34, 57)}], 'verified': False, 'created': datetime.datetime(2009, 4, 28, 20, 19, 55, tzinfo=datetime.timezone.utc), 'followersCount': 1739, 'friendsCount': 1447, 'statusesCount': 3672, 'favouritesCount': 3186, 'listedCount': 21, 'mediaCount': 143, 'location': 'Prishtina, Kosova', 'protected': False, 'linkUrl': 'http://www.ardianhoxha.com', 'linkTcourl': 'https://t.co/4wL6FlM8UA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1172525699074277376/H_11OER1_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/36170449/1568387272'}","@JoeBiden declares that @MELANIATRUMP may stay at the White House! ðŸ˜‚ðŸ¤·â€â™‚ï¸

#USElections #USElections2020 #USElectionResults2020 #bidenharis2020 #TrumpPence2020",Russia,0,1,0,2020-11-07 13:38:39+00:00,0.0,0.0,1.0,10
564,564,"{'username': 'theonlyleven', 'displayname': 'Leven', 'id': 1284173126407004160, 'description': 'i spread courage and confidence\nhe/him', 'rawDescription': 'i spread courage and confidence\nhe/him', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2020, 7, 17, 17, 8, 43, tzinfo=datetime.timezone.utc), 'followersCount': 66, 'friendsCount': 487, 'statusesCount': 118, 'favouritesCount': 876, 'listedCount': 0, 'mediaCount': 21, 'location': 'somewhere on the planet', 'protected': False, 'linkUrl': 'https://linktr.ee/theonlyleven', 'linkTcourl': 'https://t.co/rS6kEdH9FH', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1358415207551369216/XMR7ibtz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1284173126407004160/1612706400'}","the world is partying, trump is crying 🎉🎊 lalala #ByeTrump #Biden2020ToSaveAmerica #BidenHarris2020 #JoeBiden #KamalaHarris #ihatetrump",Israel,0,1,0,2020-11-10 08:19:30+00:00,0.0,0.0,1.0,10
565,565,"{'username': 'parokee', 'displayname': 'Akbar Javadi', 'id': 34236713, 'description': '', 'rawDescription': '', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 4, 22, 10, 27, 16, tzinfo=datetime.timezone.utc), 'followersCount': 122, 'friendsCount': 619, 'statusesCount': 6092, 'favouritesCount': 61, 'listedCount': 4, 'mediaCount': 796, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None}",Supreme Court rejects Texas lawsuit to overturn Joe Biden’s election victory https://t.co/QobsNrjLLd via @BostonDotCom,Iran,0,0,1,2020-12-12 05:22:25+00:00,0.0,0.0,0.0,1
566,566,"{'username': 'sergeiolevskii', 'displayname': 'Sergey Manezhka', 'id': 159171130, 'description': 'A Russian. Against: Red, Soviet and Imperialistic madness. Respect Ronald Reagan. Was at San Francisco, but now back to Moscow.', 'rawDescription': 'A Russian. Against: Red, Soviet and Imperialistic madness. Respect Ronald Reagan. Was at San Francisco, but now back to Moscow.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2010, 6, 24, 17, 17, 16, tzinfo=datetime.timezone.utc), 'followersCount': 744, 'friendsCount': 1851, 'statusesCount': 23190, 'favouritesCount': 1432, 'listedCount': 16, 'mediaCount': 2800, 'location': 'Moscow, California; SF. ', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/752359446391562240/CPIkc78L_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/159171130/1407500079'}",Wikileaks helped Trump in 2016 precisely because Trump was the best candidate to break America apart and to expose America to the destiny of the USSR... https://t.co/8zqpYm46J8,Russia,0,0,1,2021-01-01 14:18:23+00:00,0.0,0.0,0.0,1
567,567,"{'username': 'HeltonLMoreira', 'displayname': 'HeltonCAP🏴🇧🇷 🎮: #Doom', 'id': 307064158, 'description': '', 'rawDescription': '', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2011, 5, 28, 23, 39, 29, tzinfo=datetime.timezone.utc), 'followersCount': 159, 'friendsCount': 332, 'statusesCount': 2479, 'favouritesCount': 51496, 'listedCount': 2, 'mediaCount': 205, 'location': 'Curitiba, Brasil', 'protected': False, 'linkUrl': 'http://instagram.com/nerdsviajando', 'linkTcourl': 'https://t.co/ZVzQhAVeTg', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1277117136247443456/4E6sv3Lx_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/307064158/1600399911'}",Ahhh... the irony... #ByeByeTrump https://t.co/ODh1DvMGZO,Brazil,0,1,0,2020-11-07 00:58:41+00:00,1.0,0.0,7.0,10
568,568,"{'username': 'activator_n', 'displayname': '🇮🇳✈Sharp Shooter✈🇮🇳', 'id': 2410379587, 'description': '🇮🇳Nation First🇮🇳\n🇮🇳 War adict🇮🇳\n🇮🇳From Warzones\n🇮🇳No/DM\n🇮🇳Ex_Army Maj/ Commando\n🇮🇳TOP BREAKING NEWS\n🇮🇳AUTHENTIC UPDATES\n🇮🇳b/u @ajj_gupta', 'rawDescription': '🇮🇳Nation First🇮🇳\n🇮🇳 War adict🇮🇳\n🇮🇳From Warzones\n🇮🇳No/DM\n🇮🇳Ex_Army Maj/ Commando\n🇮🇳TOP BREAKING NEWS\n🇮🇳AUTHENTIC UPDATES\n🇮🇳b/u @ajj_gupta', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2014, 3, 25, 6, 23, 8, tzinfo=datetime.timezone.utc), 'followersCount': 9500, 'friendsCount': 515, 'statusesCount': 98326, 'favouritesCount': 18656, 'listedCount': 65, 'mediaCount': 8260, 'location': '🇮🇳Conflict zones  Hot Spots', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1355034290925395968/xBT2PHcn_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2410379587/1598559345'}","#Trump or #Biden will need support from allies to keep #China in check, #CCP is the biggest security risk to today's World https://t.co/Xw2owQhKwX #FreeTibet #FreeHK #ChineseVirus #HoldChinaAccountable #XiJinping #CCP #IndiaChinaFaceOff #India https://t.co/X9YzYeRBMf",China,0,0,1,2020-10-22 05:51:00+00:00,0.0,0.0,3.0,1
569,569,"{'username': 'mcbrexitfarce', 'displayname': 'Benjie HB 🏴\U000e0067\U000e0062\U000e0077\U000e006c\U000e0073\U000e007f🇬🇧🇪🇺⭐️', 'id': 968829907986976768, 'description': 'Welsh, British, European. A Patriot, love my country, Hate Brexit. #RejoinEU. Perfect physical specimen', 'rawDescription': 'Welsh, British, European. A Patriot, love my country, Hate Brexit. #RejoinEU. Perfect physical specimen', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2018, 2, 28, 12, 47, 4, tzinfo=datetime.timezone.utc), 'followersCount': 251, 'friendsCount': 475, 'statusesCount': 3839, 'favouritesCount': 1118, 'listedCount': 3, 'mediaCount': 822, 'location': 'Wales, United Kingdom', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1363262394785558532/0cJNUJml_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/968829907986976768/1610881635'}","Trump 'needs to put his big boy pants on'

#Trump #TeamTrump #TrumpMeltdown #TrumpIsLosing #TrumpIsALaughingStock #BigBoyPants https://t.co/ySxDuAFrit",UK,0,1,0,2020-11-06 22:12:49+00:00,0.0,0.0,1.0,10
570,570,"{'username': 'EZDay4U', 'displayname': 'EZDay4U', 'id': 795233007409971200, 'description': '26 Retired Navy Veteran: MS.M. from Troy University: Married 30 years', 'rawDescription': '26 Retired Navy Veteran: MS.M. from Troy University: Married 30 years', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2016, 11, 6, 11, 54, 58, tzinfo=datetime.timezone.utc), 'followersCount': 77, 'friendsCount': 262, 'statusesCount': 3160, 'favouritesCount': 1241, 'listedCount': 0, 'mediaCount': 345, 'location': 'Chania, Greece', 'protected': False, 'linkUrl': 'http://www.facebook.com/mas.robert.beck', 'linkTcourl': 'https://t.co/DGQGcQOGnA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1362476140963766275/WEn_Bnue_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/795233007409971200/1480791906'}",@RudyGiuliani 100% agreed!  May God be with you and fight this injustice.  Enough is enough with their corruption. Sending the best wishes from Greece #teamtrump #maga #MAGA2020,Ukraine,1,0,0,2020-11-05 12:58:06+00:00,0.0,0.0,0.0,100
571,571,"{'username': 'asifhaji1954', 'displayname': 'Asif Haji', 'id': 2269524700, 'description': '', 'rawDescription': '', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2014, 1, 8, 20, 51, 18, tzinfo=datetime.timezone.utc), 'followersCount': 23, 'friendsCount': 109, 'statusesCount': 5786, 'favouritesCount': 3084, 'listedCount': 6, 'mediaCount': 1018, 'location': 'Markham, Ontario', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None}","@cnnbrk After listening to #Trump interview I have come to conclusion ,keep saying you still are our President https://t.co/DWYpjEIdBj",Canada,1,0,0,2020-11-27 06:16:38+00:00,0.0,0.0,0.0,100
572,572,"{'username': 'jennika24', 'displayname': 'Jenn Jimenez', 'id': 397498100, 'description': 'Arte-Self-taught artist. Amo las muñecas de Reveron, amante de la pintura 🎨..Only good vibes 🇻🇪 🇦🇼 🇲🇽', 'rawDescription': 'Arte-Self-taught artist. Amo las muñecas de Reveron, amante de la pintura 🎨..Only good vibes 🇻🇪 🇦🇼 🇲🇽', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2011, 10, 24, 19, 31, 43, tzinfo=datetime.timezone.utc), 'followersCount': 666, 'friendsCount': 701, 'statusesCount': 18669, 'favouritesCount': 32164, 'listedCount': 2, 'mediaCount': 1091, 'location': 'Hipódromo Condesa, Cuauhtémoc', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1356433617367355392/IB4VE0bz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/397498100/1615157601'}",He Predicted a Trump Win in 2016. What's His Forecast For 2020? | NYT Op... https://t.co/h3kYa0KwUJ vía @YouTube 👀,Mexico,0,0,1,2020-10-17 16:42:05+00:00,0.0,0.0,0.0,1
573,573,"{'username': 'Drewbedelman13', 'displayname': 'drewski🛸🧡🔯', 'id': 752062856, 'description': 'probably hotter with a snapchat filter. yes i’m 6’4. hooper.', 'rawDescription': 'probably hotter with a snapchat filter. yes i’m 6’4. hooper.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2012, 8, 11, 23, 12, 44, tzinfo=datetime.timezone.utc), 'followersCount': 350, 'friendsCount': 282, 'statusesCount': 6117, 'favouritesCount': 11079, 'listedCount': 5, 'mediaCount': 298, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1361696687358640131/aksm6Fv-_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/752062856/1591372449'}",Everytime an israeli asks us Biden or trump we all start yelling fuq donald trump😂😂😂,Israel,0,1,0,2020-11-04 12:50:22+00:00,0.0,0.0,0.0,10
574,574,"{'username': 'Pritam_71', 'displayname': 'Pritam Biswas 🇮🇳', 'id': 2187837155, 'description': ""Business by Profession, Politics by Passion | Founder & President, @PCBFoundation | #BJP Karyakarta |  RT's are not endorsement |"", 'rawDescription': ""Business by Profession, Politics by Passion | Founder & President, @PCBFoundation | #BJP Karyakarta |  RT's are not endorsement |"", 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2013, 11, 19, 19, 42, 31, tzinfo=datetime.timezone.utc), 'followersCount': 880, 'friendsCount': 265, 'statusesCount': 14178, 'favouritesCount': 2050, 'listedCount': 21, 'mediaCount': 1440, 'location': 'Agartala, India', 'protected': False, 'linkUrl': 'http://facebook.com/PritamBiswas07', 'linkTcourl': 'https://t.co/rReSPKxFgK', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1355727359484198915/-rIKn7ik_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2187837155/1489303155'}","Congratulations to @JoeBiden for being elected the 46th President of the United States of America. Congratulations also to @KamalaHarris for being the first woman to be elected Vice President. 

#bidenharis2020 #JoeBiden #KamalaHarrisVP #JoeBidenKamalaHarris2020 #USAElections2020 https://t.co/cGsRVUvWlH",South Korea,0,1,0,2020-11-07 18:30:35+00:00,0.0,0.0,0.0,10
575,575,"{'username': 'mirqab', 'displayname': 'Omar Eltaweel Ø¹Ù…Ø± Ø§Ù„Ø·ÙˆÙŠÙ„', 'id': 105449003, 'description': 'I believe in Humanity my enemy is oppression , I am a father a husband and a lawyer. proud of both my History and future. @all4jor', 'rawDescription': 'I believe in Humanity my enemy is oppression , I am a father a husband and a lawyer. proud of both my History and future. @all4jor', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2010, 1, 16, 11, 10, 47, tzinfo=datetime.timezone.utc), 'followersCount': 8162, 'friendsCount': 1863, 'statusesCount': 32032, 'favouritesCount': 4001, 'listedCount': 72, 'mediaCount': 893, 'location': 'Amman Jordan', 'protected': False, 'linkUrl': 'http://www.mirqab.com', 'linkTcourl': 'https://t.co/0BnpUouJRC', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1225071481647845376/3FoCUR3Z_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/105449003/1474898910'}",Mail in ballots https://t.co/9Q6mgsTmjZ,Ukraine,0,0,1,2020-11-07 04:25:46+00:00,0.0,0.0,3.0,1
576,576,"{'username': 'j_f_77', 'displayname': 'John we did it 55 🏆', 'id': 460304844, 'description': 'Staunch Rangers Man 🇬🇧 It’s always been The Rangers for me. No other team matters. You can’t support 2 clubs. Rangers Now Rangers Then Rangers Forever. 🇬🇧', 'rawDescription': 'Staunch Rangers Man 🇬🇧 It’s always been The Rangers for me. No other team matters. You can’t support 2 clubs. Rangers Now Rangers Then Rangers Forever. 🇬🇧', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2012, 1, 10, 16, 23, 44, tzinfo=datetime.timezone.utc), 'followersCount': 3260, 'friendsCount': 4623, 'statusesCount': 12007, 'favouritesCount': 0, 'listedCount': 17, 'mediaCount': 758, 'location': 'GR1 Drumchapel Loyal 🇬🇧', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1365369053280407554/8DOiXydX_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/460304844/1596627561'}",@SkyNews @KayBurley is just a horrible horrible bitter wee woman. Moaning about @realDonaldTrump saying votes have to stop now instead of days later. This has been everywhere for months now so why wait till the final day of polling to post your mail in ballot paper. 😡 #TeamTrump,UK,1,0,0,2020-11-04 09:08:36+00:00,0.0,0.0,0.0,100
577,577,"{'username': 'tanlynlyn', 'displayname': 'tanmaylene🌻', 'id': 299713887, 'description': 'ig: tanmaylene ❤', 'rawDescription': 'ig: tanmaylene ❤', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2011, 5, 16, 15, 29, 28, tzinfo=datetime.timezone.utc), 'followersCount': 279, 'friendsCount': 293, 'statusesCount': 26476, 'favouritesCount': 662, 'listedCount': 14, 'mediaCount': 1611, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1323862150780121089/6z_3qIm4_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/299713887/1443445367'}","For more than 10yrs.
If #Biden wins my Relatives will be 🇺🇸 citizen. And soon they can go back home to Philippines 🇵🇭. 🎉 
#AmericaDecides2020 #USElection",South Korea,0,1,0,2020-11-04 05:51:17+00:00,0.0,0.0,0.0,10
578,578,"{'username': 'mhoseingh', 'displayname': 'hosein ghorbanian', 'id': 284238408, 'description': '\u200f\u200fBlogger\n\u200e\u200e#Lula \u200e#html\n\u200e\u200e#KhameneiTheGreat\nPhoto Student\n#History Student\nSmoke 2joints.', 'rawDescription': '\u200f\u200fBlogger\n\u200e\u200e#Lula \u200e#html\n\u200e\u200e#KhameneiTheGreat\nPhoto Student\n#History Student\nSmoke 2joints.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2011, 4, 18, 22, 32, 36, tzinfo=datetime.timezone.utc), 'followersCount': 517, 'friendsCount': 2410, 'statusesCount': 2137, 'favouritesCount': 4557, 'listedCount': 2, 'mediaCount': 455, 'location': 'Qom - Iran', 'protected': False, 'linkUrl': 'http://tarikhislam.com', 'linkTcourl': 'https://t.co/gIqe9aV210', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1329427957044170759/46HfR0Ht_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/284238408/1608441613'}","@JoeBiden is really an old man he repeatedly malfunctioned. @realDonaldTrump is great lier. The Lie was winner
#Debates2020",Iran,0,0,1,2020-10-23 02:40:27+00:00,0.0,0.0,0.0,1
579,579,"{'username': 'jelger_', 'displayname': 'Jelger Groeneveld', 'id': 29875002, 'description': '|ðŸ‡¬ðŸ‡ªGeorgia|ðŸ”ï¸Caucasus|ðŸ‡ªðŸ‡º Eastern Partnership|ðŸŸ¢D66| Strictly personal |\nwww2: occupied.eastwatch.eu', 'rawDescription': '|ðŸ‡¬ðŸ‡ªGeorgia|ðŸ”ï¸Caucasus|ðŸ‡ªðŸ‡º Eastern Partnership|ðŸŸ¢D66| Strictly personal |\nwww2: https://t.co/6M4LWF652V', 'descriptionUrls': [{'text': 'occupied.eastwatch.eu', 'url': 'http://occupied.eastwatch.eu', 'tcourl': 'https://t.co/6M4LWF652V', 'indices': (77, 100)}], 'verified': False, 'created': datetime.datetime(2009, 4, 9, 0, 55, 13, tzinfo=datetime.timezone.utc), 'followersCount': 1584, 'friendsCount': 1203, 'statusesCount': 23100, 'favouritesCount': 7591, 'listedCount': 54, 'mediaCount': 731, 'location': 'Den Haag', 'protected': False, 'linkUrl': 'https://www.eastwatch.eu/', 'linkTcourl': 'https://t.co/xGjCpEe72V', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1366006842019708930/AkJ86oAi_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/29875002/1606998206'}","Ballot boxes are closed in #Georgia #gvote20. 

@tv_imedi has a remarkable exit poll which puts ruling #GeorgianDream well into majority, while a range of opposition parties is fixed at 3%. ðŸ¤”

We will have to wait and see whether this will be close to reality. https://t.co/JajTaBtyln",Ukraine,0,0,1,2020-10-31 16:14:34+00:00,2.0,1.0,2.0,1
